extraction_id,sample_id,date,method,final_vol,quant,gel,well,plate,notes,correction,corr_message,corr_editor,corr_date,storage
E0421,APCL13_298,2014-05-30,DNeasy96,200,79.804,2014-11-06,G10,E0343-E0438,band,NA,NA,NA,0000-00-00,-80 freezer
E0429,APCL13_306,2014-05-30,DNeasy96,200,75.976,2014-11-06,G11,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0410,APCL13_287,2014-05-30,DNeasy96,200,86.116,2014-11-06,D9,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0356,APCL13_233,2014-05-30,DNeasy96,200,298.37,2014-11-06,F2,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0398,APCL13_275,2014-05-30,DNeasy96,200,250.001,2014-11-06,H7,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0343,APCL13_220,2014-05-30,DNeasy96,200,321.835,2014-11-06,A1,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0345,APCL13_222,2014-05-30,DNeasy96,200,142.315,2014-11-06,C1,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0366,APCL13_243,2014-05-30,DNeasy96,200,480.907,2014-11-06,H3,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0376,APCL13_253,2014-05-30,DNeasy96,200,18.111,2014-11-06,B5,E0343-E0438,No band,NA,NA,NA,0000-00-00,-80 freezer
E0408,APCL13_285,2014-05-30,DNeasy96,200,79.028,2014-11-06,B9,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0390,APCL13_267,2014-05-30,DNeasy96,200,129.274,2014-11-06,H6,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0405,APCL13_282,2014-05-30,DNeasy96,200,187.723,2014-11-06,G8,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0420,APCL13_297,2014-05-30,DNeasy96,200,202.337,2014-11-06,F10,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0423,APCL13_300,2014-05-30,DNeasy96,200,34.279,2014-11-06,A11,E0343-E0438,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0402,APCL13_279,2014-05-30,DNeasy96,200,148.281,2014-11-06,D8,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0428,APCL13_305,2014-05-30,DNeasy96,200,132.34,2014-11-06,F11,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0380,APCL13_257,2014-05-30,DNeasy96,200,249.483,2014-11-06,F5,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0352,APCL13_229,2014-05-30,DNeasy96,200,54.438,2014-11-06,B2,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0377,APCL13_254,2014-05-30,DNeasy96,200,149.22,2014-11-06,C5,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0417,APCL13_294,2014-05-30,DNeasy96,200,121.592,2014-11-06,C10,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0372,APCL13_249,2014-05-30,DNeasy96,200,17.293,2014-11-06,F4,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0391,APCL13_268,2014-05-30,DNeasy96,200,223.532,2014-11-06,A7,E0343-E0438,band,NA,NA,NA,0000-00-00,-80 freezer
E0361,APCL13_238,2014-05-30,DNeasy96,200,53.165,2014-11-06,C3,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0395,APCL13_272,2014-05-30,DNeasy96,200,104.474,2014-11-06,E7,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0379,APCL13_256,2014-05-30,DNeasy96,200,74.276,2014-11-06,E5,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0427,APCL13_304,2014-05-30,DNeasy96,200,357.223,2014-11-06,E11,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0375,APCL13_252,2014-05-30,DNeasy96,200,184.866,2014-11-06,A5,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0367,APCL13_244,2014-05-30,DNeasy96,200,509.151,2014-11-06,A4,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0364,APCL13_241,2014-05-30,DNeasy96,200,287.05,2014-11-06,F3,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0378,APCL13_255,2014-05-30,DNeasy96,200,51.702,2014-11-06,D5,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0404,APCL13_281,2014-05-30,DNeasy96,200,18.034,2014-11-06,F8,E0343-E0438,very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0407,APCL13_284,2014-05-30,DNeasy96,200,604.881,2014-11-06,A9,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0374,APCL13_251,2014-05-30,DNeasy96,200,96.941,2014-11-06,H4,E0343-E0438,band,NA,NA,NA,0000-00-00,-80 freezer
E0400,APCL13_277,2014-05-30,DNeasy96,200,278.226,2014-11-06,B8,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0381,APCL13_258,2014-05-30,DNeasy96,200,159.327,2014-11-06,G5,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0370,APCL13_247,2014-05-30,DNeasy96,200,69.325,2014-11-06,D4,E0343-E0438,band,NA,NA,NA,0000-00-00,-80 freezer
E0425,APCL13_302,2014-05-30,DNeasy96,200,213.605,2014-11-06,C11,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0388,APCL13_265,2014-05-30,DNeasy96,200,38.643,2014-11-06,F6,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0426,APCL13_303,2014-05-30,DNeasy96,200,243.31,2014-11-06,D11,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0351,APCL13_228,2014-05-30,DNeasy96,200,175.587,2014-11-06,A2,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0349,APCL13_226,2014-05-30,DNeasy96,200,221.263,2014-11-06,G1,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0431,APCL13_308,2014-05-30,DNeasy96,200,249.742,2014-11-06,A12,E0343-E0438,empty - Smear,NA,NA,NA,0000-00-00,-80 freezer
E0396,APCL13_273,2014-05-30,DNeasy96,200,398.409,2014-11-06,F7,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0437,APCL13_314,2014-05-30,DNeasy96,200,184.916,2014-11-06,G12,E0343-E0438,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0424,APCL13_301,2014-05-30,DNeasy96,200,73.511,2014-11-06,B11,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0418,APCL13_295,2014-05-30,DNeasy96,200,214.624,2014-11-06,D10,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0353,APCL13_230,2014-05-30,DNeasy96,200,62.34,2014-11-06,C2,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0406,APCL13_283,2014-05-30,DNeasy96,200,145.443,2014-11-06,H8,E0343-E0438,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0392,APCL13_269,2014-05-30,DNeasy96,200,72.824,2014-11-06,B7,E0343-E0438,band,NA,NA,NA,0000-00-00,-80 freezer
E0397,APCL13_274,2014-05-30,DNeasy96,200,42.764,2014-11-06,G7,E0343-E0438,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0465,APCL13_342,2014-05-30,DNeasy96,200,13.731,2014-11-13,C4,E0439-E0534,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0476,APCL13_353,2014-05-30,DNeasy96,200,37.571,2014-11-13,F5,E0439-E0534,band,NA,NA,NA,0000-00-00,-80 freezer
E0473,APCL13_350,2014-05-30,DNeasy96,200,78.185,2014-11-13,C5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0454,APCL13_331,2014-05-30,DNeasy96,200,77.984,2014-11-13,H2,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0442,APCL13_319,2014-05-30,DNeasy96,200,87.166,2014-11-13,D1,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0502,APCL13_379,2014-05-30,DNeasy96,200,100.527,2014-11-13,H8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0520,APCL13_397,2014-05-30,DNeasy96,200,53.958,2014-11-13,B11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0440,APCL13_317,2014-05-30,DNeasy96,200,164.021,2014-11-13,B1,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0525,APCL13_402,2014-05-30,DNeasy96,200,41.822,2014-11-13,G11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0492,APCL13_369,2014-05-30,DNeasy96,200,113.136,2014-11-13,F7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0504,APCL13_381,2014-05-30,DNeasy96,200,131.756,2014-11-13,B9,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0472,APCL13_349,2014-05-30,DNeasy96,200,50.661,2014-11-13,B5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0447,APCL13_324,2014-05-30,DNeasy96,200,8.805,"9/4/2014, 11/13/2014",A2,E0439-E0534,"Very Faint, Very faint band, No band",NA,NA,NA,0000-00-00,-80 freezer
E0527,APCL13_404,2014-05-30,DNeasy96,200,16.812,2014-11-13,A12,E0439-E0534,empty - band,NA,NA,NA,0000-00-00,-80 freezer
E0498,APCL13_375,2014-05-30,DNeasy96,200,113.553,2014-11-13,D8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0516,APCL13_393,2014-05-30,DNeasy96,200,46.574,2014-11-13,F10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0452,APCL13_329,2014-05-30,DNeasy96,200,91.104,2014-11-13,F2,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0517,APCL13_394,2014-05-30,DNeasy96,200,107.087,2014-11-13,G10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0483,APCL13_360,2014-05-30,DNeasy96,200,149.058,2014-11-13,E6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0514,APCL13_391,2014-05-30,DNeasy96,200,71.256,2014-11-13,D10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0485,APCL13_362,2014-05-30,DNeasy96,200,60.713,2014-11-13,G6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0462,APCL13_339,2014-05-30,DNeasy96,200,37.861,2014-11-13,H3,E0439-E0534,band,NA,NA,NA,0000-00-00,-80 freezer
E0526,APCL13_403,2014-05-30,DNeasy96,200,28.632,2014-11-13,H11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0515,APCL13_392,2014-05-30,DNeasy96,200,122.776,2014-11-13,E10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0464,APCL13_341,2014-05-30,DNeasy96,200,57.454,2014-11-13,B4,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0491,APCL13_368,2014-05-30,DNeasy96,200,96.185,2014-11-13,E7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0533,APCL13_410,2014-05-30,DNeasy96,200,28.422,2014-11-13,G12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0512,APCL13_389,2014-05-30,DNeasy96,200,61.129,2014-11-13,B10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0469,APCL13_346,2014-05-30,DNeasy96,200,97.364,2014-11-13,G4,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0488,APCL13_365,2014-05-30,DNeasy96,200,77.272,2014-11-13,B7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0496,APCL13_373,2014-05-30,DNeasy96,200,36.376,2014-11-13,B8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0531,APCL13_408,2014-05-30,DNeasy96,200,126.273,2014-11-13,E12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0441,APCL13_318,2014-05-30,DNeasy96,200,64.301,2014-11-13,C1,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0467,APCL13_344,2014-05-30,DNeasy96,200,92.868,2014-11-13,E4,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0448,APCL13_325,2014-05-30,DNeasy96,200,21.718,2014-11-13,B2,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0479,APCL13_356,2014-05-30,DNeasy96,200,160.107,2014-11-13,A6,E0439-E0534,"unusually high # of reads, bright band",NA,NA,NA,0000-00-00,-80 freezer
E0489,APCL13_366,2014-05-30,DNeasy96,200,50.672,2014-11-13,C7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0510,APCL13_387,2014-05-30,DNeasy96,200,138.575,2014-11-13,H9,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0449,APCL13_326,2014-05-30,DNeasy96,200,51.398,2014-11-13,C2,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0456,APCL13_333,2014-05-30,DNeasy96,200,41.517,2014-11-13,B3,E0439-E0534,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0503,APCL13_380,2014-05-30,DNeasy96,200,73.168,2014-11-13,A9,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0505,APCL13_382,2014-05-30,DNeasy96,200,13.64,2014-11-13,C9,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0474,APCL13_351,2014-05-30,DNeasy96,200,57.559,2014-11-13,D5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0450,APCL13_327,2014-05-30,DNeasy96,200,7.388,"9/4/2014, 11/13/2014",D2,E0439-E0534,"empty - Very Faint, Very faint band, No band",NA,NA,NA,0000-00-00,-80 freezer
E0484,APCL13_361,2014-05-30,DNeasy96,200,46.879,2014-11-13,F6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0523,APCL13_400,2014-05-30,DNeasy96,200,53.897,2014-11-13,E11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0453,APCL13_330,2014-05-30,DNeasy96,200,91.982,2014-11-13,G2,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0482,APCL13_359,2014-05-30,DNeasy96,200,100.514,2014-11-13,D6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0451,APCL13_328,2014-05-30,DNeasy96,200,41.738,2014-11-13,E2,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0475,APCL13_352,2014-05-30,DNeasy96,200,43.595,2014-11-13,E5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0518,APCL13_395,2014-05-30,DNeasy96,200,61.525,2014-11-13,H10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0522,APCL13_399,2014-05-30,DNeasy96,200,33.174,2014-11-13,D11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0455,APCL13_332,2014-05-30,DNeasy96,200,5.94,"9/4/2014, 11/13/2014",A3,E0439-E0534,"empty - Very Faint, Very faint band, No band",NA,NA,NA,0000-00-00,-80 freezer
E0529,APCL13_406,2014-05-30,DNeasy96,200,95.506,2014-11-13,C12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0506,APCL13_383,2014-05-30,DNeasy96,200,59.014,2014-11-13,D9,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0507,APCL13_384,2014-05-30,DNeasy96,200,104.889,2014-11-13,E9,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0460,APCL13_337,2014-05-30,DNeasy96,200,31.276,2014-11-13,F3,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0490,APCL13_367,2014-05-30,DNeasy96,200,54.969,2014-11-13,D7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0461,APCL13_338,2014-05-30,DNeasy96,200,48.311,2014-11-13,G3,E0439-E0534,band,NA,NA,NA,0000-00-00,-80 freezer
E0497,APCL13_374,2014-05-30,DNeasy96,200,66.661,2014-11-13,C8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0481,APCL13_358,2014-05-30,DNeasy96,200,47.238,2014-11-13,C6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0534,APCL13_411,2014-05-30,DNeasy96,200,66.071,2014-11-13,H12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0511,APCL13_388,2014-05-30,DNeasy96,200,49.527,2014-11-13,A10,E0439-E0534,"unusually high number of reads, bright band",NA,NA,NA,0000-00-00,-80 freezer
E0486,APCL13_363,2014-05-30,DNeasy96,200,88.94,2014-11-13,H6,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0500,APCL13_377,2014-05-30,DNeasy96,200,72.91,2014-11-13,F8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0501,APCL13_378,2014-05-30,DNeasy96,200,22.719,2014-11-13,G8,E0439-E0534,band,NA,NA,NA,0000-00-00,-80 freezer
E0530,APCL13_407,2014-05-30,DNeasy96,200,69.146,2014-11-13,D12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0495,APCL13_372,2014-05-30,DNeasy96,200,74.887,2014-11-13,A8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0528,APCL13_405,2014-05-30,DNeasy96,200,58.817,2014-11-13,B12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0457,APCL13_334,2014-05-30,DNeasy96,200,76.248,2014-11-13,C3,E0439-E0534,Smear,NA,NA,NA,0000-00-00,-80 freezer
E0470,APCL13_347,2014-05-30,DNeasy96,200,35.884,2014-11-13,H4,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0521,APCL13_398,2014-05-30,DNeasy96,200,65.27,2014-11-13,C11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0513,APCL13_390,2014-05-30,DNeasy96,200,49.572,2014-11-13,C10,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0466,APCL13_343,2014-05-30,DNeasy96,200,68.55,2014-11-13,D4,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0444,APCL13_321,2014-05-30,DNeasy96,200,13.266,2014-11-13,F1,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0471,APCL13_348,2014-05-30,DNeasy96,200,256.459,2014-11-13,A5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0493,APCL13_370,2014-05-30,DNeasy96,200,111.102,2014-11-13,G7,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0439,APCL13_316,2014-05-30,DNeasy96,200,140.873,2014-11-13,A1,E0439-E0534,No band,NA,NA,NA,0000-00-00,-80 freezer
E0487,APCL13_364,2014-05-30,DNeasy96,200,6.758,"9/4/2014, 11/13/2014",A7,E0439-E0534,"Very Faint, Very faint band, band",NA,NA,NA,0000-00-00,-80 freezer
E0477,APCL13_354,2014-05-30,DNeasy96,200,209.222,2014-11-13,G5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0499,APCL13_376,2014-05-30,DNeasy96,200,69.027,2014-11-13,E8,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0478,APCL13_355,2014-05-30,DNeasy96,200,230.151,2014-11-13,H5,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0445,APCL13_322,2014-05-30,DNeasy96,200,184.883,2014-11-13,G1,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0524,APCL13_401,2014-05-30,DNeasy96,200,95.437,2014-11-13,F11,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0508,APCL13_385,2014-05-30,DNeasy96,200,24.528,2014-11-13,F9,E0439-E0534,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0458,APCL13_335,2014-05-30,DNeasy96,200,55.882,2014-11-13,D3,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0480,APCL13_357,2014-05-30,DNeasy96,200,19.734,2014-11-13,B6,E0439-E0534,Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0532,APCL13_409,2014-05-30,DNeasy96,200,33.978,2014-11-13,F12,E0439-E0534,bright band,NA,NA,NA,0000-00-00,-80 freezer
E0463,APCL13_340,2014-05-30,DNeasy96,200,21.38,2014-11-13,A4,E0439-E0534,Very Faint band,NA,NA,NA,0000-00-00,-80 freezer
E0509,APCL13_386,2014-05-30,DNeasy96,200,25.789,2014-11-13,G9,E0439-E0534,"empty,  Very Faint band",NA,NA,NA,0000-00-00,-80 freezer
E0494,APCL13_371,2014-05-30,DNeasy96,200,23.288,2014-11-13,H7,E0439-E0534,"empty,  band",NA,NA,NA,0000-00-00,-80 freezer
E0459,APCL13_336,2014-05-30,DNeasy96,200,18.472,2014-11-13,E3,E0439-E0534,"empty,  Very Faint band",NA,NA,NA,0000-00-00,-80 freezer
E0446,APCL13_323,2014-05-30,DNeasy96,200,31.673,2014-11-13,H1,E0439-E0534,"empty,  No band",NA,NA,NA,0000-00-00,-80 freezer
E0519,APCL13_396,2014-05-30,DNeasy96,200,23.384,2014-11-13,A11,E0439-E0534,"empty,  band",NA,NA,NA,0000-00-00,-80 freezer
E0443,APCL13_320,2014-05-30,DNeasy96,200,11.633,2014-11-13,E1,E0439-E0534,"empty,  No band",NA,NA,NA,0000-00-00,-80 freezer
E0468,APCL13_345,2014-05-30,DNeasy96,200,13.849,2014-11-13,F4,E0439-E0534,"empty,  Very Faint band",NA,NA,NA,0000-00-00,-80 freezer
E0557,APCL13_434,2014-07-31,DNeasy96,200,-0.068,"7/31/2014, 9/4/2014, 11/13/2014",G3,E0535-E0630,"2015-09-02: clean and quantify to see if can be digested; 2014-11-13: no band; 2014-11-05: original quants were off by 0.1, adjusted; 2014-09-04: no band",NA,NA,NA,0000-00-00,-80 freezer
E0599,APCL13_476,2014-07-31,DNeasy96,200,14.442,NA,A9,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0560,APCL13_437,2014-07-31,DNeasy96,200,4.225,"7/31/2014, 11/13/2014",B4,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014, faint band",NA,NA,NA,0000-00-00,-80 freezer
E0589,APCL13_466,2014-07-31,DNeasy96,200,9.288,NA,G7,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0623,APCL13_500,2014-07-31,DNeasy96,40,25,2014-09-11,A12,E0535-E0630,"empty - 2015-10-02: cleaned extract, updated quant; 2015-09-02: clean and quantify to see if can be digested; 2014-11-05: original quants were off by 0.1, adjusted; 2014-09-11: band",NA,NA,NA,0000-00-00,-80 freezer
E0628,APCL13_205,2014-07-31,DNeasy96,40,116,2014-09-11,F12,E0535-E0630,"empty - 2015-10-02: cleaned extract, updated quant; 2015-09-02: clean and quantify to see if can be digested; 2014-11-05: original quants were off by 0.1, adjusted; 2014-09-11: bright band",Y,APCL13_505 was changed to APCL13_205 based on genotyping evidence and the belief that handwriting on the vial was mistaken,MRS,2016-11-28,-80 freezer
E0575,APCL13_452,2014-07-31,DNeasy96,200,0.059,"7/31/2014, 9/11/2014, 11/13/2014",A6,E0535-E0630,"no band, original quants were off by 0.1, adjusted 11-5-2014, no band",NA,NA,NA,0000-00-00,-80 freezer
E0561,APCL13_438,2014-07-31,DNeasy96,200,0.253,"7/31/2014, 9/4/2014, 11/13/2014",C4,E0535-E0630,"no band, original quants were off by 0.1, adjusted 11-5-2014, no band",NA,NA,NA,0000-00-00,-80 freezer
E0548,APCL13_425,2014-07-31,DNeasy96,200,7.515,"7/31/2014, 11/13/2014",F2,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014, band",NA,NA,NA,0000-00-00,-80 freezer
E0545,APCL13_422,2014-07-31,DNeasy96,200,0.116,"7/31/2014, 9/4/2014, 11/13/2014",C2,E0535-E0630,"no band, original quants were off by 0.1, adjusted 11-5-2014, no band",NA,NA,NA,0000-00-00,-80 freezer
E0626,APCL13_503,2014-07-31,DNeasy96,40,91.8,2014-09-11,D12,E0535-E0630,"empty - 2015-10-02: cleaned extract, updated quant; 2015-09-02: clean and quantify to see if can be digested; 2014-11-05: original quants were off by 0.1, adjusted; 2014-09-11: band",NA,NA,NA,0000-00-00,-80 freezer
E0552,APCL13_429,2014-07-31,DNeasy96,200,144.196,"7/31/2014, 11/13/2014",B3,E0535-E0630,"gel is a smear, original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0540,APCL13_417,2014-07-31,DNeasy96,200,3.368,"7/31/2014, 11/13/2014",F1,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014, band",NA,NA,NA,0000-00-00,-80 freezer
E0554,APCL13_431,2014-07-31,DNeasy96,200,1.25,"7/31/2014, 11/13/2014",D3,E0535-E0630,"2015-08-21: failed extraction, smear, original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0625,APCL13_502,2014-07-31,DNeasy96,40,25.2,2014-09-11,C12,E0535-E0630,"empty - 2015-10-02: cleaned extract, updated quant; 2015-09-02: clean and quantify to see if can be digested; 2014-11-05: original quants were off by 0.1, adjusted; 2014-09-11: band",NA,NA,NA,0000-00-00,-80 freezer
E0566,APCL13_443,2014-07-31,DNeasy96,200,0.126,"7/31/2014, 9/4/2014, 11/13/2014",H4,E0535-E0630,"no band, original quants were off by 0.1, adjusted 11-5-2014, no band",NA,NA,NA,0000-00-00,-80 freezer
E0565,APCL13_442,2014-07-31,DNeasy96,200,0.642,"7/31/2014, 9/4/2014, 11/13/2014",G4,E0535-E0630,"2014-11-05: original quants were off by 0.1, adjusted, 2014-09-04: Very faint band, 2014-08-19: successful digest, sample has been ligated, 2014-07-31: Very Faint band",NA,NA,NA,0000-00-00,-80 freezer
E0577,APCL13_454,2014-07-31,DNeasy96,200,2.892,"7/31/2014, 11/13/2014",C6,E0535-E0630,"faint band, original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0547,APCL13_424,2014-07-31,DNeasy96,200,0.138,"7/31/2014, 9/4/2014, 11/13/2014",E2,E0535-E0630,"no band, original quants were off by 0.1, adjusted 11-5-2014, no band",NA,NA,NA,0000-00-00,-80 freezer
E0614,APCL13_491,2014-07-31,DNeasy96,200,20.821,NA,H10,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014",NA,NA,NA,0000-00-00,-80 freezer
E0549,APCL13_426,2014-07-31,DNeasy96,200,21.33,"7/31/2014, 11/13/2014",G2,E0535-E0630,"original quants were off by 0.1, adjusted 11-5-2014, bright band",NA,NA,NA,0000-00-00,-80 freezer
