digest_id,extraction_id,date,vol_in,ng_in,enzymes,final_vol,quant,well,plate,notes,correction,corr_message,corr_editor,corr_date,storage
D3917,E3256,2017-10-19,30,3928.74,PstI_MluCI,40,53.534,B1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3918,E3257,2017-10-19,30,648.81,PstI_MluCI,40,11.592,C1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3919,E3258,2017-10-19,30,2232.99,PstI_MluCI,40,36.946,D1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3920,E3259,2017-10-19,30,3287.88,PstI_MluCI,40,52.862,E1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3921,E3260,2017-10-19,30,567.39,PstI_MluCI,40,7.477,F1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3922,E3261,2017-10-19,30,536.91,PstI_MluCI,40,5.14,G1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3923,E3262,2017-10-19,30,6597.69,PstI_MluCI,40,22.142,H1,D3916-D4011,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3827,E3168,2017-10-19,30,476.76,PstI_MluCI,40,9.392,H1,D3820-D3915,"Requantified on 12-04-2017, original quant was 1.222",NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3871,E3211,2017-10-19,30,301.44,PstI_MluCI,40,14.033,D7,D3820-D3915,"Requantified on 12-04-2017, original quant was 0.966",NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3915,E3254,2017-10-19,30,4930.59,PstI_MluCI,40,55.434,H12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3914,E3253,2017-10-19,30,2357.52,PstI_MluCI,40,25.341,G12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3913,E3252,2017-10-19,30,4627.8,PstI_MluCI,40,50.162,F12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3912,E3251,2017-10-19,30,4753.86,PstI_MluCI,40,54.22,E12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3911,E3250,2017-10-19,30,3090.24,PstI_MluCI,40,29.794,D12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3910,E3249,2017-10-19,30,1996.74,PstI_MluCI,40,20.612,C12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3909,E3248,2017-10-19,30,1025.46,PstI_MluCI,40,16.61,B12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3908,E3247,2017-10-19,30,2041.53,PstI_MluCI,40,21.891,A12,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3907,E3246,2017-10-19,30,1445.55,PstI_MluCI,40,17.146,H11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3906,E3245,2017-10-19,30,1694.85,PstI_MluCI,40,17.317,G11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3905,E3244,2017-10-19,30,1065.87,PstI_MluCI,40,14.817,F11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3904,E3243,2017-10-19,30,488.46,PstI_MluCI,40,4.34,E11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3903,E3242,2017-10-19,30,3059.22,PstI_MluCI,40,34.741,D11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3902,E3241,2017-10-19,30,1247.34,PstI_MluCI,40,17.796,C11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3901,E3240,2017-10-19,30,1431.69,PstI_MluCI,40,21.933,B11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3900,E3239,2017-10-19,30,2849.07,PstI_MluCI,40,48.954,A11,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3899,E3238,2017-10-19,30,2219.61,PstI_MluCI,40,21.417,H10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3898,E3237,2017-10-19,30,1270.14,PstI_MluCI,40,13.691,G10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3897,E3236,2017-10-19,30,3696.66,PstI_MluCI,40,35.757,F10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3896,E3235,2017-10-19,30,490.74,PstI_MluCI,40,4.34,E10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3895,E3234,2017-10-19,30,707.97,PstI_MluCI,40,9.811,D10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3894,E3233,2017-10-19,30,2678.76,PstI_MluCI,40,41.336,C10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3893,E3232,2017-10-19,30,678,PstI_MluCI,40,11.482,B10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3892,E3231,2017-10-19,30,1924.86,PstI_MluCI,40,31.174,A10,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3891,E3230,2017-10-19,30,5094.12,PstI_MluCI,40,29.096,H9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3890,E3229,2017-10-19,30,3890.91,PstI_MluCI,40,32.713,G9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3889,E3228,2017-10-19,30,955.35,PstI_MluCI,40,12.393,F9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3888,E3227,2017-10-19,30,1378.32,PstI_MluCI,40,19.705,E9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3887,E3226,2017-10-19,30,3018.84,PstI_MluCI,40,42.829,D9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3886,E3225,2017-10-19,30,2761.32,PstI_MluCI,40,44.654,C9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3885,E3224,2017-10-19,30,1564.38,PstI_MluCI,40,26.714,B9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3884,E3223,2017-10-19,30,1882.68,PstI_MluCI,40,31.765,A9,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3883,E3222,2017-10-19,30,5282.04,PstI_MluCI,40,37.221,H8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3882,E3221,2017-10-19,30,1605.03,PstI_MluCI,40,18.461,G8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3881,E3220,2017-10-19,30,5883.09,PstI_MluCI,40,43.086,F8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3879,E3219,2017-10-19,30,1975.83,PstI_MluCI,40,30.96,D8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3880,XXXX,2017-10-19,30,0,PstI_MluCI,40,-0.059,E8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3877,E3217,2017-10-19,30,974.91,PstI_MluCI,40,14.929,B8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3878,E3218,2017-10-19,30,3812.97,PstI_MluCI,40,58.265,C8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3875,E3215,2017-10-19,30,622.5,PstI_MluCI,40,4.319,H7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3876,E3216,2017-10-19,30,4430.79,PstI_MluCI,40,62.312,A8,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3873,E3213,2017-10-19,30,1824.18,PstI_MluCI,40,20.392,F7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3874,E3214,2017-10-19,30,731.67,PstI_MluCI,40,7.195,G7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3872,E3212,2017-10-19,30,2329.29,PstI_MluCI,40,11.574,E7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3869,E3209,2017-10-19,30,1812.6,PstI_MluCI,40,19.141,B7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3870,E3210,2017-10-19,30,769.56,PstI_MluCI,40,9.169,C7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3867,E3207,2017-10-19,30,4786.86,PstI_MluCI,40,73.215,H6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3868,E3208,2017-10-19,30,2606.94,PstI_MluCI,40,31.773,A7,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3865,E3205,2017-10-19,30,2168.04,PstI_MluCI,40,28.151,F6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3866,E3206,2017-10-19,30,1634.4,PstI_MluCI,40,20.769,G6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3863,E3203,2017-10-19,30,591.33,PstI_MluCI,40,7.201,D6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3864,E3204,2017-10-19,30,565.08,PstI_MluCI,40,7.22,E6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3861,E3201,2017-10-19,30,5170.08,PstI_MluCI,40,53.334,B6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3862,E3202,2017-10-19,30,1010.73,PstI_MluCI,40,17.216,C6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3859,E3199,2017-10-19,30,4566,PstI_MluCI,40,69.455,H5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3860,E3200,2017-10-19,30,2364.48,PstI_MluCI,40,38.754,A6,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3857,E3197,2017-10-19,30,1453.71,PstI_MluCI,40,20.26,F5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3858,E3198,2017-10-19,30,2645.04,PstI_MluCI,40,32.419,G5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3855,E3195,2017-10-19,30,2762.13,PstI_MluCI,40,46.416,D5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3856,E3196,2017-10-19,30,2639.1,PstI_MluCI,40,35.506,E5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3853,E3193,2017-10-19,30,950.67,PstI_MluCI,40,16.305,B5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3854,E3194,2017-10-19,30,660.99,PstI_MluCI,40,10.829,C5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3851,E3191,2017-10-19,30,3063.72,PstI_MluCI,40,36.902,H4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3852,E3192,2017-10-19,30,3741,PstI_MluCI,40,64.562,A5,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3849,E3189,2017-10-19,30,980.4,PstI_MluCI,40,11.478,F4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3850,E3190,2017-10-19,30,2826.75,PstI_MluCI,40,22.313,G4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3847,E3187,2017-10-19,30,1082.61,PstI_MluCI,40,7.043,D4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3848,E3188,2017-10-19,30,723.6,PstI_MluCI,40,7.216,E4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3845,E3185,2017-10-19,30,3575.19,PstI_MluCI,40,47.039,B4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3846,E3186,2017-10-19,30,345.51,PstI_MluCI,40,4.208,C4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3843,E3183,2017-10-19,30,2232.99,PstI_MluCI,40,32.003,H3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3844,E3184,2017-10-19,30,1336.32,PstI_MluCI,40,16.598,A4,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3841,E3181,2017-10-19,30,2697.36,PstI_MluCI,40,36.216,F3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3842,E3182,2017-10-19,30,2147.76,PstI_MluCI,40,20.998,G3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3839,E3179,2017-10-19,30,6483.18,PstI_MluCI,40,76.187,D3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3840,E3180,2017-10-19,30,2028.33,PstI_MluCI,40,24.155,E3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3837,E3177,2017-10-19,30,970.35,PstI_MluCI,40,14.434,B3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3838,E3178,2017-10-19,30,587.43,PstI_MluCI,40,7.442,C3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3835,E3175,2017-10-19,30,3848.67,PstI_MluCI,40,33.339,H2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3836,E3176,2017-10-19,30,5633.85,PstI_MluCI,40,52.476,A3,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3833,E3173,2017-10-19,30,2937.06,PstI_MluCI,40,26.958,F2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3834,E3174,2017-10-19,30,4963.77,PstI_MluCI,40,43.792,G2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3832,E3172,2017-10-19,30,2876.97,PstI_MluCI,40,24.039,E2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3831,XXXX,2017-10-19,30,0,PstI_MluCI,40,-0.108,D2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3830,E3171,2017-10-19,30,1272.87,PstI_MluCI,40,11.996,C2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3829,E3170,2017-10-19,30,3146.04,PstI_MluCI,40,25.979,B2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3828,E3169,2017-10-19,30,2074.41,PstI_MluCI,40,23.812,A2,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3820,E3161,2017-10-19,30,6162.06,PstI_MluCI,40,54.229,A1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3821,E3162,2017-10-19,30,6419.34,PstI_MluCI,40,60.795,B1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3822,E3163,2017-10-19,30,6982.83,PstI_MluCI,40,70.093,C1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3823,E3164,2017-10-19,30,7165.35,PstI_MluCI,40,47.229,D1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3824,E3165,2017-10-19,30,1556.7,PstI_MluCI,40,18.725,E1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3825,E3166,2017-10-19,30,1433.34,PstI_MluCI,40,15.796,F1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D3826,E3167,2017-10-19,30,718.98,PstI_MluCI,40,4.266,G1,D3820-D3915,NULL,NULL,NULL,NULL,NULL,"trash, all viable digests have been sequenced"
D4698,E0537,2018-05-23,30,914.31,PstI-MluCI,40,13.64,A1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4699,E0538,2018-05-23,30,380.58,PstI-MluCI,40,6.8,B1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4700,E0761,2018-05-23,30,459.36,PstI-MluCI,40,8.16,C1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4701,E1690,2018-05-23,30,2643.45,PstI-MluCI,40,28,D1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4702,E0879,2018-05-23,30,1989,PstI-MluCI,40,23.2,E1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4703,E1692,2018-05-23,30,2093.7,PstI-MluCI,40,23.2,F1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4704,E0893,2018-05-23,30,853.77,PstI-MluCI,40,14.04,G1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4705,E0894,2018-05-23,30,634.32,PstI-MluCI,40,14.9,H1,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4706,E1695,2018-05-23,30,2462.76,PstI-MluCI,40,25.2,A2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4707,E0897,2018-05-23,30,923.31,PstI-MluCI,40,19.94,B2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4708,E1697,2018-05-23,30,2158.47,PstI-MluCI,40,26.8,C2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4709,E0899,2018-05-23,30,688.44,PstI-MluCI,40,13.66,D2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4710,E0953,2018-05-23,30,1028.58,PstI-MluCI,40,15.9,E2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4711,E1700,2018-05-23,30,716.82,PstI-MluCI,40,10.48,F2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4712,E1701,2018-05-23,30,2137.86,PstI-MluCI,40,18.46,G2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4713,E0959,2018-05-23,30,1709.94,PstI-MluCI,40,34,H2,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4714,E0905,2018-05-23,30,938.1,PstI-MluCI,40,20.2,A3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4715,E0906,2018-05-23,30,552.39,PstI-MluCI,40,12.92,B3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4716,E1705,2018-05-23,30,1729.83,PstI-MluCI,40,0.316,C3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4717,E1706,2018-05-23,30,1263.42,PstI-MluCI,40,14.96,D3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4718,E1707,2018-05-23,30,1742.94,PstI-MluCI,40,17.12,E3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4719,E1708,2018-05-23,30,1651.92,PstI-MluCI,40,17.46,F3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4720,E1709,2018-05-23,30,1483.56,PstI-MluCI,40,13.32,G3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4721,E1710,2018-05-23,30,776.55,PstI-MluCI,40,31.4,H3,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4722,E1711,2018-05-23,30,1053.15,PstI-MluCI,40,9.34,A4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4723,E1712,2018-05-23,30,1416.36,PstI-MluCI,40,7.36,B4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4724,E1713,2018-05-23,30,2318.07,PstI-MluCI,40,19.78,C4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4725,E1089,2018-05-23,30,267.3,PstI-MluCI,40,4.68,D4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4726,E1097,2018-05-23,30,283.17,PstI-MluCI,40,2.9,E4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4727,E1716,2018-05-23,30,3054.18,PstI-MluCI,40,26.4,F4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4728,E1717,2018-05-23,30,3104.61,PstI-MluCI,40,28.2,G4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4729,E1718,2018-05-23,30,3407.67,PstI-MluCI,40,32.2,H4,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4730,E1719,2018-05-23,30,506.88,PstI-MluCI,40,8.24,A5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4731,E1720,2018-05-23,30,720.27,PstI-MluCI,40,9.94,B5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4732,E1344,2018-05-23,30,1485.24,PstI-MluCI,40,34.6,C5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4733,E1345,2018-05-23,30,1927.59,PstI-MluCI,40,39.2,D5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4734,E1723,2018-05-23,30,1032.99,PstI-MluCI,40,12.56,E5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4735,E1724,2018-05-23,30,1438.29,PstI-MluCI,40,18.12,F5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4736,E1725,2018-05-23,30,658.05,PstI-MluCI,40,9.74,G5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4737,E1726,2018-05-23,30,401.52,PstI-MluCI,40,6.84,H5,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4738,E1727,2018-05-23,30,739.23,PstI-MluCI,40,10.3,A6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4739,E1101,2018-05-23,30,284.58,PstI-MluCI,40,5.58,B6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4740,E1729,2018-05-23,30,1436.04,PstI-MluCI,40,17.78,C6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4741,E1730,2018-05-23,30,1278.45,PstI-MluCI,40,15.14,D6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4742,E1731,2018-05-23,30,738.63,PstI-MluCI,40,8.28,E6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4743,E2643,2018-05-23,30,2258.7,PstI-MluCI,40,31.6,F6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4744,E2645,2018-05-23,30,815.22,PstI-MluCI,40,18.98,G6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4745,E1734,2018-05-23,30,1222.83,PstI-MluCI,40,16.12,H6,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4746,E1735,2018-05-23,30,1595.34,PstI-MluCI,40,36,A7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4747,E1736,2018-05-23,30,1636.89,PstI-MluCI,40,30.8,B7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4748,E1737,2018-05-23,30,464.19,PstI-MluCI,40,8.66,C7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4749,E1354,2018-05-23,30,2412,PstI-MluCI,40,35,D7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4750,E1739,2018-05-23,30,2569.32,PstI-MluCI,40,25.4,E7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4751,E1740,2018-05-23,30,811.47,PstI-MluCI,40,14.84,F7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4752,E1376,2018-05-23,30,1183.02,PstI-MluCI,40,28,G7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4753,E1742,2018-05-23,30,1793.58,PstI-MluCI,40,32.4,H7,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4754,E1743,2018-05-23,30,2301.78,PstI-MluCI,40,27,A8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4755,E2650,2018-05-23,30,1514.64,PstI-MluCI,40,16.5,B8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4756,E2652,2018-05-23,30,4405.86,PstI-MluCI,40,66.4,C8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4757,E2653,2018-05-23,30,2471.04,PstI-MluCI,40,27.4,D8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4758,E2654,2018-05-23,30,609.99,PstI-MluCI,40,8,E8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4759,E1748,2018-05-23,30,2336.52,PstI-MluCI,40,28,F8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4760,E1749,2018-05-23,30,2712.27,PstI-MluCI,40,27.6,G8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4761,E1750,2018-05-23,30,3021.66,PstI-MluCI,40,39.8,H8,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4762,E1751,2018-05-23,30,1301.94,PstI-MluCI,40,29.6,A9,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4763,E1752,2018-05-23,30,1250.19,PstI-MluCI,40,29.8,B9,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4764,E2645,2018-05-23,30,815.22,PstI-MluCI,40,13.32,C9,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4765,E1754,2018-05-23,30,1105.02,PstI-MluCI,40,17.62,D9,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
D4766,E1755,2018-05-23,30,2402.25,PstI-MluCI,40,39.6,E9,D4698-D4793,NULL,NULL,NULL,NULL,NULL,-20 freezer
