fish_table_id,anem_table_id,"fish_obs_time","fish_spp",size,"color","sex",fin_id,"sample_id","tag_id","recap","fish_notes","fish_collector","fish_correction","fish_corr_date","fish_corr_editor","fish_corr_message"
2140,6577,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2164,10667,"15:00:00","APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2170,11462,"11:53:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2222,10494,"10:26:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2240,7975,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2249,10594,"13:32:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2260,7010,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, There is also an ~8cm fish with a cut tail","MRS",NULL,NULL,NULL,NULL
2268,11091,"11:42:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, MRS",NULL,NULL,NULL,NULL,NULL
2287,10616,"14:07:00","APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2290,10616,"14:07:00","APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2331,10594,"13:32:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2358,6504,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2369,7677,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2392,6837,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2414,10996,"15:04:00","APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2488,6909,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, MRS and MLP guessed that the 5.1 is #66 because a tube exists and no other fish was #66.","MRS",NULL,NULL,NULL,NULL
2499,11063,"11:40:00","APSE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2506,11063,"11:40:00","APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2523,6921,NULL,"APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, These 3 fish were swimming around together not near an anemone, I believe 2 of the fish were the fish caught at time point 12:26 anemone","MRS",NULL,NULL,NULL,NULL
2532,10973,"11:35:00","APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2537,11092,"15:05:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2539,6925,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
2560,11102,"12:42:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2659,10494,"10:26:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2743,11185,"09:55:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2745,11347,"11:08:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2746,11182,"10:45:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2747,11182,"10:45:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2750,10611,"15:06:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2767,11060,"10:35:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2790,11316,"13:50:00","APCL",1,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2802,11316,"13:50:00","APCL",1,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2803,11316,"13:50:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2821,10667,"15:00:00","APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
2892,6592,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2922,6665,NULL,"APPE",1.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
2931,10667,"15:00:00","APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
3022,6707,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3023,6697,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3035,10653,"13:06:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
3078,6600,NULL,"APCL",2.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3108,10594,"13:32:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
3126,6596,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3128,10958,"15:11:00","APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
3145,6810,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3149,6592,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3162,7062,NULL,"APCL",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3177,7061,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3314,11271,"16:07:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
3359,6940,NULL,"APCL",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, The 2 large fish have very black bodies, cannot find an anemone nearby, looking for ENQD or STME; the 2 smaller fish are orange bodied and look like HECR fish","MRS",NULL,NULL,NULL,NULL
3360,6940,NULL,"APCL",10,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, The 2 large fish have very black bodies, cannot find an anemone nearby, looking for ENQD or STME; the 2 smaller fish are orange bodied and look like HECR fish","MRS",NULL,NULL,NULL,NULL
3375,6930,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3379,6925,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
3385,6921,NULL,"APCL",10,"O",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, These 3 fish were swimming around together not near an anemone, I believe 2 of the fish were the fish caught at time point 12:26 anemone","MRS",NULL,NULL,NULL,NULL
3391,6921,NULL,"APCL",10,"YP",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, These 3 fish were swimming around together not near an anemone, I believe 2 of the fish were the fish caught at time point 12:26 anemone","MRS",NULL,NULL,NULL,NULL
3402,7280,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3421,6395,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3422,6895,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Two large fish swam away. Anemone spp marked based on Malin's memory. It was pulled into a crack when Michelle saw it.","MRS",NULL,NULL,NULL,NULL
3424,6395,NULL,"APPE",10,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3434,7209,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3441,7200,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3451,7182,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3455,6878,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Also two small ones","MRS",NULL,NULL,NULL,NULL
3460,6878,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Also two small ones","MRS",NULL,NULL,NULL,NULL
3499,7165,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
3535,6654,NULL,"APSA",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3554,6843,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3556,6843,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3559,6843,NULL,"APCL",10,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3581,6643,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3590,6642,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3595,6837,NULL,"APCL",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3597,6641,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3615,6637,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3617,6637,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3620,6321,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3622,6314,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3623,6314,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3628,6309,NULL,"APOC",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3667,6258,NULL,"APCL",3,"Y",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3693,6608,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3702,7280,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3706,7221,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3710,7209,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3712,7200,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3716,7165,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
3731,6642,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3736,6623,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3737,6623,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3739,6616,NULL,"APCL",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3741,6613,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3744,6609,NULL,"APCL",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, all fish swam away when Gerry came","MRS",NULL,NULL,NULL,NULL
3753,6795,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3762,6837,NULL,"APCL",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3764,6843,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3772,6918,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
3773,6930,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3777,6966,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 6 were \"two mid-size fish\"","MRS",NULL,NULL,NULL,NULL
3800,7315,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3807,7156,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
3811,7171,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3813,7182,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3815,7200,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3816,7209,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3821,7221,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3824,7280,NULL,"APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3841,7318,NULL,"APCL",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3842,7321,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3843,7321,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3844,7321,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3846,7328,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
3852,7344,NULL,"APCL",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3853,7344,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3858,7353,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3866,7391,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3908,7779,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3910,7779,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3915,7789,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3917,7795,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3922,7839,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3923,7839,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3937,7975,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3943,8010,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
3958,7315,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4053,6395,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4130,6612,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4153,6748,NULL,"APOC",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4162,6600,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4163,6601,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4165,6613,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4171,6698,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
4301,6258,NULL,"APCL",3,"Y",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4337,6245,NULL,"APCL",9,"YP",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
4350,6224,NULL,"APCL",0.5,"BW",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
4379,6309,NULL,"APOC",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4538,6395,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4667,6504,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4675,6245,NULL,"APCL",9,"O",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
4766,11462,"11:50:00","APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
4795,6596,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4808,6600,NULL,"APCL",2.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4820,6609,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, all fish swam away when Gerry came","MRS",NULL,NULL,NULL,NULL
4825,6613,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4829,6616,NULL,"APCL",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4842,6623,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4882,6637,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4898,6641,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4907,6642,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4913,6643,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4942,6654,NULL,"APSA",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4947,6654,NULL,"APSA",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
4964,6665,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
5057,11461,"09:43:00","APPE",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5066,11461,"09:43:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5080,10678,"10:31:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5116,10611,"15:06:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5126,10622,"11:06:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5131,10622,"11:06:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5136,11060,"10:35:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5150,11316,"13:50:00","APCL",1,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5152,11316,"13:50:00","APCL",1,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5177,10958,"15:11:00","APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5183,6601,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
5204,11063,"11:40:00","APSE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5239,11462,"11:53:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5246,11259,"11:49:00","APCL",1.5,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5264,11285,"15:11:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, MRS",NULL,NULL,NULL,NULL,NULL
5296,10958,"15:11:00","APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5328,10996,"15:04:00","APCL",5,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5337,10973,"11:35:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5381,10494,"10:26:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5388,10973,"11:35:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5405,10702,"14:24:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5413,11037,"14:30:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5436,10790,"14:43:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5444,10996,"15:04:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5520,11091,"11:42:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, MRS",NULL,NULL,NULL,NULL,NULL
5563,11465,"11:01:00","APCL",1.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5569,11488,"13:43:00","APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
